Column1,Column2
TXT0260,"indonesia bukan warisan jokowi, mari selamat kan demokrasi#hardnews_viral #newsone #cariberitaditvone #politik #prabowo #viralcilincing #operasi200ribu #pilpres2024 #gibranrakabuming #prabowo #jokowipredatorreformasi https://t.co/qeuf0edd6b"
TXT0261,jubir amin soal tanah prabowo: janjinya buat rakyat tapi tak dilaksanakan https://t.co/1lost4i7jr [re oposisicerdas]
TXT0262,'@ganjarpranowo @mohmahfudmd inisiatif ganjar dalam mengurangi kemiskinan membawa perubahan positif yang nyata.
TXT0263,ganjar-mahfud membawa semangat sportivitas dan persatuan dalam setiap lapisan masyarakat. @tuanputrii27 happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/itowpozrtw
TXT0264,anies protes simulasi surat suara hanya 2 paslon: tidak usah main-main! https://t.co/8krdxwwtge [re oposisicerdas]
TXT0265,"bonus demografi akan menjadi potensi besar yang dimanfaatkan untuk memacu pertumbuhan ekonomi, dan ganjar-mahfud memiliki visi jelas untuk mewujudkannya. @moontaoji happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/iyz85whh0g"
TXT0266,"saya dulu berpikir polarisasi akan berkurang kalau jokowi menggandeng prabowo dalam koalisi.. ternyata setelah jokowi dan prabowo bergabung dalam pilpres 2024, yang terjadi malah lebih parah dari pilpres sebelumnya.. jangan sia-siakan nyawa yang melayang dan darah yang tertumpah.. selamatkan demokrasi kita dari prabowo gibran ãƒâ°ã‚å¸ã‚â€™ã‚âª [re paltiwest]"
TXT0267,dukung ganjar dan mahfud agar indonesia bisa bersatu dalam pertumbuhan ekonomi. @andirevltns happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/6fry4oam5h
TXT0268,"penurunan paksa iklan videotron anies baswedan, timnas amin berencana mengambil langkah hukum https://t.co/og2msiynoc [re oposisicerdas]"
TXT0269,"'@markxiaoj @daedosoo iya buat timses pak anies makasih ya udh kasih kami ""ruang"" untuk berdemokrasi sesuai dgn apa yg kami senangi"
TXT0270,prabowo pembohong besar tidak layak jadi calon presiden @gerindra kamera menunjukkan prabowo pergi ketika mau didatangi anies#asalbukanprabowo
TXT0271,mkkpudprmenteribawasluasnapdesilembaga surveipolritnidear president @jokowiapakah kami yang bukan pendukung @prabowo dan @gibran_tweet masih rakyat anda?inikah wajah demokrasi riang gembira yang sesungguhnya ? https://t.co/41ts82frhl [re nichnach8]
TXT0272,"program pasangan capres cawapres ganjar pranowo dan mahfud md, solusi jitu buat dorong pertumbuhan ekonomi desa. #jnk #ganjarpranowopilihanumat https://t.co/xnnwk6ymeh"
TXT0273,"debat capres pertama, ganjar tegaskan jaga demokrasi dan sikat korupsi bengis  ganjar mahfud hebat #coblos3 #3gm #ganjarmahfudm3nangdebat #debatcapres https://t.co/gqdsdmy07i"
TXT0274,ganjar-mahfud memiliki komitmen kuat untuk memastikan adanya investasi di desa. @annisakoto3 happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/vsilyfi4lk
TXT0275,tanah yg disinggung sianies semalam rupanya pnh digadaikan pak prabowo utk mengusung sianies jd gubernur dki. inna lillahi https://t.co/yxxgbuoz2t [re chavesz08]
TXT0276,ãƒâ°ã‚å¸ã‚â€¢ã‚å’  ganjar mahfud hebat #3gm #coblos3 #dulujokowisekarangganjar #ganjarmahfud2024 \'a0gunromli \'a0 bersih kuatkankpk sikatkorupsi hebat\'a0 bukan nyogok tapi kkn korupsi kolusi nepotisme bersih kuatkankpk mahfud md\
TXT0277,pak anies terkejut &amp; tidak mau banyak berkomentar soal presiden kok ikut memberikan komentar #debatcapres biarkan publik yg menilai. dalam debat harus misa menjawab dan jangan berlindung dalam kerahasiaan ketika tidak bisa menjelaskan. ãƒâ°ã‚å¸ã‚ëœã‚â€š#aminajadulu #aniesmuhaimin2024 https://t.co/ac87rhdtvo [re bangpino__]
TXT0278,'@ganjarpranowo @aniesbaswedan @mohmahfudmd @prabowo bersama ganjar mahfud indonesia bersih dari korupsi.https://t.co/qcxmlo7oee [re urrangawak]
TXT0279,"wuih, kemandirian industri digital kita pasti makin meningkat nih. dukungan ganjar-mahfud ke umkm lokal melalui e-commerce bakal jadi dorongan besar buat pertumbuhan ekonomi digital kita. @deliverygurll happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/npu6q7gl8p"
TXT0280,pendidikan adalah investasi jangka panjang dan ganjar memastikan prajurit memiliki dukungan penuh @publikasi_kan #debatcapres#ganjarmahfud2024#ganjarmahfudm3nangdebat#coblos66 https://t.co/4ldtuqx94h
TXT0281,"buzzerr prabowo-gibran tidak punya rasa kemanusiaan .mereka ramai-ramai membela oknum tni yang telah menghajar para relawan ganjar-mahfud .bahkan paling ironi mereka mendukung dan membenarkan tindakan oknum tni itu .ya allah apakah mereka sudah tidak punya urat nadi kemanusiaan ..??semua partai politik yang memiliki anggota legislatif kuat di daerah pasti akan melakukan kampanye dengan berbagai model parade ..ada yang pakai knalpot brong ada juga yang pakai mobil terbuka bawa alat musik . semua dilakukan caleg-caleg untuk menyambut uforia pesta demokrasi bersama basis masa di dapilnya .entah itu pdip, gerindra,golkar,pkb,pks,pan atau yang lainya ãƒâ¢ã‚â‚¬ã‚â¦ hal yang sudah di anggap jamak lumrah karena bagian dari tradisi pemilihan caleg atau presiden tiap 5th an . banyak juga yang ditangkap polisi satlantas motor mereka dibkandangin tidak bisa keluar karena mungkin pajaknya mati atau ternyata tidak ada suratnya . nanti paling calegnya kasih uang ganti rugi karena kadernya kena tilang atau motornya ditahan . nah kalo kejadian di boyolali itu kalian para pendukung prabowo-gibran membela tni sangat kejam dan moral kalian sudah minggat gara-gara hanya nomor rekening masuk tiap bulan .apa ini memperlihatkan bahwa aparat tidak netral dan mereka berada dalam rangkaian ritual itu ?? kemanusiaan kalian dimana ?? jelas oknum tni di markas 408 boyolali itu melakukan kekerasan , bahkan kemarin waktu saya menjenguk salah satu korban bilang bahwa mereka semua bertuju diseret masuk ke markas dan dihajar secara bancaan sampai terluka berat ada satu korban belum sadar sampai sore kemarin . apa itu tugas tni ??? sedangkan jalan raya boyolali itu adalah jalan provinsi bukan jalab tni . kepala satuan bisa saja tlp kasatlantas untuk menangkap mereka jika melanggar lalulintas . karena hukum lalu lintas itu tidak di hajar sampai terluka parah seperti itu . kamu dimana empatimu buzerr pak @prabowo dan mas @gibran_tweet ? ini bukan masalah yang dihajar relawan @ganjarpranowo @mohmahfudmd  . ini soal kemanusian yang warga sipil sudah di hakimi oleh oknum tni yang secara keji bertindak semana-mena .tolong temen-temen yang masih punya empati kawal terus kasus ini biar nanti tidak terulang lagi dan menimpa pihak manapun . terimakasih . [re gus_raharjo]"
TXT0282,"dengan ganjar-mahfud, kota-kota akan menjadi magnet ekonomi yang menarik investasi. @asmaulbinmaul happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/7eed1hnolm"
TXT0283,"sebut gaza dilindas karena tak punya kekuatan militer, prabowo dianggap tanpa empati https://t.co/q9zwtz59j4 [re oposisicerdas]"
TXT0284,pentingnya etikamomen pendukung prabowo gibran teriak mengumpat di acara debat capres 2024 https://t.co/fwqnkm9com [re muhiqr]
TXT0285,"di debat ketiga, capres prabowo subianto optimis utang luar ... - industry https://t.co/lcsv2sipvs #indonesiakuatindonesiamaju #diplomasiprogresif02 #02melanjutkan"
TXT0286,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesia!jn18a #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/uaadjtl1za
TXT0287,ganjar-mahfud bikin kebijakan pro kesejahteraan aph tas tes @ramdhanistwn_ #ganjarmahfudm3nangdebat#ganjarmahfud2024#coblos3 https://t.co/jm03yzz3le
TXT0288,suasana kebangsaan yang penuh semangat tercipta di sholawat kebangsaan ganjar-mahfud di kota solo ketika ribuan masyarakat bersatu dalam menyanyikan lagu kebangsaan indonesia raya. #ganjarmahfud2024#jawatengah jawa tengah jateng https://t.co/1vzr9ezuuv
TXT0289,"ganjar pranowo 03 menjadikan pelayanan publik efisien dan transparan. kita bangun bersama, menuju pemerintahan yang lebih baik. #ganjarpranowopilihanumat"
TXT0290,"'@simanjuntakelly berantas korupsi seminimal mungkin demi kemajuan dan kesejahteraan rakyat indonesia, dukung dan menangkan ganjar-mahfud di pilpres 2024 ãƒâ°ã‚å¸ã‚â¤ã‚å¸ãƒâ°ã‚å¸ã‚â¤ã‚å¸ [re tigadhewa]"
TXT0291,cara prabowo-gibran hapus korupsi: sejahterakan pejabat negara https://t.co/oprhwm1fah [re tirtoid]
TXT0292,capres no urut 03 ganjar pranowo ajak ipb berani memimpin lewat kontrak terbuka untuk kedaulatan pangan.#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/d9egaxj7zb
TXT0293,"kejadian pak prabowo menyela ketika pak anies ngomong, jadi sesuatu yg menunjukkan karakter yg sebenarnya. debat ada tata aturan, gagasan dan bantahan. ga santai ah, kasian anies jadi berkurang waktunya.#anies #prabowo #ganjar #pemimpinyangdinanti #pilpres2024 #debatcapres https://t.co/lbpe0jnirm [re zakkymusthofazu]"
TXT0294,"'@tempodotco waduh mas @agusyudhoyono mmgnya itu anggaran pandemi keluar dr harta pribadi pak @prabowo ? ingat itu anggaran uang rakyat  disaat rakyat susah ya sdh ""kewajiban ngr"" utk bantu, ingat skali lagi bkn jasa dr menhan"
TXT0295,caleg pada kampanye.. gw juga ahh.. inget yah... tanggal 14 februari itu.. kita ber demokrasi.. yang mau coblos  anies dipersilahkan... yang tidak pilih prabowo enggak apa2yang enggak mendukung ganjar juga boleh.. semua asik-asik aja wirrrrr... https://t.co/tqh0oyplpa [re ffathurf]
TXT0296,hubungan internasional jadi makin solid dengan kebijakan pro kesejahteraan ganjar-mahfud you rock @rainrumian #ganjarmahfudm3nangdebat#ganjarmahfud2024#coblos3 https://t.co/yrmxlgkboy
TXT0297,prabowo jawab anies soal selatan-selatan: kalau hanya ngomong kumaha? https://t.co/76nwndlv0w [re oposisicerdas]
TXT0298,anies baswedan sebut pemerintah selama ini tak serius urusi pupuk https://t.co/jjmjepphfj #temponasional [re tempodotco]
TXT0299,"ganjar pranowo mahfud md, pemimpin yang merakyat, dorong pertumbuhan ekonomi yang merata ganjar mahfud hebat #l3bihbaik #mahfudlebihbaik3 #ganjarmahfud2024 guru ngaji satu juta https://t.co/9odahzfbym"
TXT0300,"prabowo berulangkali menyalahkan bu sri mulyani atas kinerja buruk dirinya sebagai menhan. ãƒâ°ã‚å¸ã‚â¤ã‚â£ siapa lagi yg salah pak? pak basuki? karena anggaran pupr menyedot anggaran kemhan? atau bu retno marsudi, karena diplomasi internasional beliau yg mantap, mengambil spotlight dari anda? [re chicohakim]"
TXT0301,"ganjar-mahfud, memenangkan dukungan rakyat dengan kebijakan yang bersifat konkret dan memberantas korupsi di kepolisian @mentalhealthy8 #ganjarmahfudm3nangdebat#ganjarmahfud2024#coblos3 https://t.co/zjtg2ijupf"
TXT0302,visi ganjar-mahfud akan menggerakkan pertumbuhan ekonomi yang merata di seluruh penjuru indonesia. @andresmlnaa happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/q8skbocv0e
TXT0303,"mantan ketua umum pbnu periode 2010-2021, said aqil siroj, menyatakan dukungan terhadap capres dan cawapres paslon 01, anies baswedan-cak imin (amin). #pemilupedia #bisnisupdate #update #bisnis #oneliner https://t.co/5brmknbdwe https://t.co/mkujg8oewf [re kumparan]"
TXT0304,"pak @prabowo dan mas @gibran_tweet berkomitmen memberantas korupsi hingga ke akar-akarnya, melakukan perbaikan sistem dan bersungguh-sungguh untuk menghapuskan korupsiãƒâ€šã‚â diãƒâ€šã‚â indonesia.#prabowogibran#bersamaindonesiamaju https://t.co/ldid2xsuak [re prabowogibran2]"
TXT0305,pengalaman 10 tahun di legislatif dan 10 tahun di eksekutif memperlihatkan pengalaman dan sudah terujinya capres no urut 3 ganjar pranowo dalam menjalankan roda pemerintahan.ãƒâ°ã‚å¸ã‚â€˜ã‚âãƒâ°ã‚å¸ã‚â¤ã‚å¸ãƒâ¢ã‚âã‚â¤ãƒâ¯ã‚â¸ã‚â#ganjarmahfudm3nang#ganjarpresiden https://t.co/7a0u0hwcga [re simanjuntakelly]
TXT0306,saya membacanya ketika pak bowok bilang omon omon omon adalah sebagai bentuk tekanan yang luar biasa karena kena ulti terus sama pak anies ãƒâ°ã‚å¸ã‚â¤ã‚â£ãƒâ°ã‚å¸ã‚â¤ã‚â£ãƒâ°ã‚å¸ã‚â¤ã‚â£#debatcapres#aminajadulu #aniesmuhaimin2024 https://t.co/gjhld6uayy [re bangpino__]
TXT0307,capres no urut 03 ganjar pranowo ajak ipb berani memimpin lewat kontrak terbuka untuk kedaulatan pangan.#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/5gua2xkh2o
TXT0308,alfaridzys37366  ganjar pranowo semoga daerah lain yang kekeringan mendapatkan perhatian yang sama terutama dari pemerintah. terimakasih pak ganjar ãƒâ°ã‚å¸ã‚â¥ã‚â° #mahfud hebat #mahfudlebihbaik3 #ganjarmahfud2024 #3mandatganjarmahfud #l3bihbaik happy new year
TXT0309,"program pasangan capres cawapres ganjar pranowo dan mahfud md, solusi jitu buat dorong pertumbuhan ekonomi desa. #jnk #ganjarpranowopilihanumat https://t.co/jh1hjda9z2"
TXT0310,"wah, capres no urut 03 ganjar pranowo bukan sekedar bicara, tapi tindakan! dia tawarkan kontrak terbuka ke ipb untuk bantu kedaulatan pangan kita.#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/fetmzacs9d"
TXT0311,sukses terus ganjar-mahfud dalam mewujudkan janjinya alokasikan 50 persen anggaran buat koperasi dan umkm. ekonomi kerakyatan pasti semakin maju. @birupastel0109 happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/hpgts8fofk
TXT0312,"ganjar-mahfud memberikan harapan baru buat umkm dengan kebijakan yang nyata. 40% tempat usaha dan 50% anggaran belanja, ini baru namanya dukungan ekonomi kerakyatan! @bubbleteapcy happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/bpkchry52a"
TXT0313,"tiga orang anggota dewan kehormatan penyelenggara pemilu (dkpp) mengalami peretasan nomor ponsel, selasa (9/1/2024) dini hari.peretasan itu terjadi pada ponsel milik heddy lugito, ratna dewi pettalolo, dan dewa raka sandi secara bersamaan.""handphone saya di-hack dan bukan cuma saya. nomor saya, nomornya bu dewi dan pak dewa bareng di waktu yang bersamaan tadi malam,"" kata ketua dkpp heddy, selasa (9/1/2024).ia mengaku heran dengan peristiwa peretasan secara berbarengan ini, namun tak ingin berprasangka buruk bahwa peretasan ini berkaitan dengan kasus yang sedang mereka tangani.dkpp saat ini sedang sederet perkara dugaan pelanggaran etik penyelenggara pemilu. salah satunya, kasus dugaan pelanggaran etik para komisioner kpu ri.perkara ini sudah 2 kali disidangkan, dan akan sekali lagi disidangkan. para komisioner kpu ri dinilai melanggar etik karena menerima pencalonan putra sulung presiden joko widodo, gibran rakabuming (36), sebagai wakil presiden pendamping prabowo subianto, padahal syarat usia capres-cawapres dalam peraturan kpu tentang pilpres masih minimum 40 tahun tanpa syarat alternatif.dkpp juga menerima laporan kasus dugaan pelanggaran etik komisioner bawaslu jakarta pusat yang menilai terjadi dugaan pelanggaran hukum lain dalam aksi gibran bagi-bagi susu pada momen car free day di jakarta, 3 desember 2023.| narasi daily [re narasinewsroom]"
TXT0314,"terima kasih ganjar-mahfud, dengan mengalokasikan 50 persen anggaran pemerintah dan bumn untuk koperasi dan umkm, semoga makin banyak peluang usaha kecil yang berkembang. @betcheesxz happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/mvxrweksm0"
TXT0315,"demokrasi kita diwujudkan di people party democracy februari 2024, mantap! ayo, kita jadikan momen ini lebih bermakna dengan memilih ganjar pranowo. #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk https://t.co/vj3zhm8tcj"
TXT0316,ganjar-mahfud akan membantu memperbaiki iklim investasi di indonesia. @proveca69 happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/l6cqbl1dep
TXT0317,"kemarin di purworejo, ada pertanyaan dari warga bahwa agak aneh buat mereka pks dan pkb bisa bergabung dlm koalisi yg sama. saya bilang, bisa saja karena mereka sedang memperjuangkan nilai yg sama: keadilan sosial bagi seluruh rakyat indonesia dgn presentasinya anies baswedan - muhaimin iskandar. mereka ngangguk-ngangguk dan tepuk tangan. nilai universal yg sekarang ini dirasa terganggu, memang menjadi pemersatu semua kalangan. sama seperti saat perjuangan kemerdekaan. semangat itu dirasakan kembali, kini. perjuangan utk perubahan bagi indonesia yang lebih baik! ãƒâ°ã‚å¸ã‚â€™ã‚âªãƒâ°ã‚å¸ã‚â€¡ã‚â®ãƒâ°ã‚å¸ã‚â€¡ã‚â© [re reiza_patters]"
TXT0318,"pesta demokrasi indonesia bulan depan, karena demokrasi itu penting, bro! ayo, kita pastikan kepentingan demokrasi dengan memilih ganjar pranowo. #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk https://t.co/uk2nqsclp6"
TXT0319,di mata rocky gerung prabowo-gibran beberapa kali lakukan pelanggaran: bawaslu tidur? https://t.co/8jjaw67s75 [re oposisicerdas]
TXT0320,yang satu bisa jadi cawapres hasil melanggar etikayang satu keluar koalisi karena ga jadi dicalonkan sebagai cawapreskeduanya sahut2an bicara soal ambisi anies [re dapitnih]
TXT0321,"pak anies tidak menyerang pribadi pak prabowo, melainkan menyerang kinerja pak prabowo selama jadi menhandan ini kesalahan prabowo sendiri kenapa panas ketika kinerjanya dikritikpak prabowo tidak siap berdemokrasi, tidak siap adanya oposisi yg menyerang kebijakan dia [re partaimedsos45]"
TXT0322,"penyebab tragis pengusiran prabowo subianto dari keluarga cendana, dituding lakukan hal ini oleh anak soeharto https://t.co/uo86zp37ii [re oposisicerdas]"
TXT0323,benarkah anies-muhaimin pemimpin yang tak diharapkan penguasa? https://t.co/65k9x1q3ii [re oposisicerdas]
TXT0324,"psi dikenal sbg partai yg konsisten serang anies scr barbar, khususnya saat menjabat gubernur dki. setelah hanya dlm hitungan hari, kaesang berhasil jadi ketum psi, lalu baliho psi partai jokowi ditebar dimana2, sepertinya jd jelas siapa dalang dibalik serangan terhadap anies ãƒâ°ã‚å¸ã‚ëœã‚â´ https://t.co/06kpqyoszj [re hipohan]"
TXT0325,"'@mawakresna tiap orang punya experience sendiri2. tiap orang punya pendapat sendiri2. negeri ini negeri demokrasi. sy lebih suka kepemimpinan pak ganjar ketika menjabat jateng-1; sy tidak pernah merasa terancam ketika berada di jalanan di jateng.terimakasih, om @mawakresna https://t.co/vma8ulbbcj"
TXT0326,tegas ketum pbnu sebut khofifah harus nonaktif dari jabatan muslimat nu jika gabung kubu prabowo https://t.co/c502ve6kfd [re oposisicerdas]
TXT0327,"masyarakat mendukung ganjar-mahfud sebagai calon presiden dan calon wakil presiden 2024, yakin akan terwujudnya polisi yang bersih dan bebas dari korupsi @putchez #ganjarmahfudm3nangdebat#ganjarmahfud2024#coblos3 https://t.co/ovyhi2hyzh"
